Tweet,Suicide
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,1
@webfreelancer hi hi,0
@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,0
@mileycyrus lol the conbrainer store thats cute,0
want to kill her.,0
she is tired.,0
@electroginge Buy an Mac yay,0
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",0
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,1
I Am Going To @lilyroseallen So Keen! Come On June!,0
"Today i almost kill myself because I almost hit by a truck, thank God.",0
@aamelia lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,0
Good morning Tweeterville! Looking forward to your tweets today Make it an awesome day.,0
Cookie Dough is like âhey donât eat me raw I could make you sickâ not realizing that Iâve been ready to die for things I liked less.,1
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,1
I just want to get my ass done Iâm tired of living this life,1
RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,0
http://tr.im/imNg just made a new fluid icon for use with @amiestreet,0
@rainbowdarling lol you and me both. Grumpy and bitter.,0
"Your imaginary girlfriend wants an NFT for xmas, what you buying them?",0
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,0
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",1
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,0
So this goes well to show the average American trying to retire will die hungry and alone.,1
"RT @NonWhiteHat: Naming laws after dead children is a cynical ploy. ""If you don't support this law, you must want more kids to die, just liâ¦",1
"@harrietlulu how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",0
I saw deer in the backyard from my bedroom window this morning,0
RT @ruinpeach: everyoneâs fighting about this but will is dead and wessaâs kids are dead and jemâs going to die one day along with jessaâsâ¦,1
I getting tired of living the same day every single day,1
@xxandip uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,0
"right then nsb archive done and dusted, ape accounts up to date, freeland winner sorted.. haha now to do some real work",0
Wants to be stimulated already,0
@Vintage_Twit Thanks for the offer!,0
RT @uglythxughts: Im tired of everything that is going on in my  life,1
"they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE, RIGHT? https://t.co/nbjoTSHmuw",1
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,1
getting my english doneee!!!!!!!! ahh cant wait till holidays,0
Tyson smells like cookies.,0
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,0
"@tikitosca New York, please",0
@eleahbaant I sure will.,0
@ShaileeMody thats a killing smile.. i m flattered...,0
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,0
@carolw Misery loves company,0
I'm learning to twitter!! beats doing the taxes,0
FUCKING END MY LIFE,1
"@ekalavyab saw it smetime back , bloody creative it is",0
@wasim not tired of everything.,0
I swear it doesnât matter what time I go to sleep my body forever wakes up tired,1
He was not tired.,0
Watching ellen show...,0
Abdul is tired now.,0
support for making the world better place,0
Caffeinated and happy,0
@tafelzoetstof I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,0
@julieallinson hb!,0
I have chorus today. That makes me happy,0
i want to kill her.,0
"@gerardway I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear",0
@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting,0
I fucking miss you :( but youâre probably better off without me.,1
"@visualmadness Hehe, thanks.",0
"@c_cannabiscafe A father, whose daughter committed suicide, saying, ""cannabis is very, very dangerous"" is an 'instrâ¦ https://t.co/iGIYBvXZdD",1
"@wizbiff i need a different job, if he is gonna chat all night. he's cute so i'll get over it",0
@breatheheavycom jooooordan happy birthdaaaay enjoy the day and party a loot !,0
thanks for the photo @basibanget,0
"@aT_TooL,Woke ,RT @NFear: Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want atteâ¦",1
...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,1
A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing,0
@TiphaineSiovel Do I have to Tell....LOL,0
"Short Stack, on home and away",0
i'm going to buy my slam dunk ticket today,0
"@wildchamomille,im learning how to love myself,and i dont want to be here anymore",1
"@MoonwoodFarm Yes, the gloves are my pattern. I've made lots of gloves on my looms",0
@DerrenLitten What is the software on the middle screen? I have used Adobe Premiere and Sony Vegas for amateur video making,0
@polkadotbride He was slightly damaged to begin with so nothing to report there,0
@UxSoup aaaah ty,0
"I admire Babar partly because he’s a great batter, but because he’s just so prone to the outside noise, it's admirable. Unreal pressure on his shoulders, team despaired of every bowler he was used to, everything stacked against him. Yet, he finds a way to stay quiet and do his job",0
I want to fucking die someone please kill me but suck all the fat out of me first,1
RT @ebuka_akara: The best Stan Lee Cameo ever ððð https://t.co/leoQNCbXHG,0
lip-synching to a song.,0
RT @AshleySantini: I go on YouTube to binge watch David dobrik wholeheartedly knowing Iâm going to be sad bc i cant marry him or Scotty orâ¦,1
"@Kierra__Perry,Reno, NV,but I dont want to kill myself.I just want to be able to let other people have to not worry about me. I feel like I never make the best choice. I constantly feel like I am making wrong choices and I am just struggling. I'm fucking depressed and I just dont want to be here anymore",1
News Releases from the banquet = almost done! Final editing stages.,0
@nikki_morris ... and then look bemused when I take it off of their alloted hours,0
@BruceLaBruce lol i'm thinking of moving to Berlin,0
"RT @Elixeon: Just want to say that just cause a song isn't charting, doesn't mean its dead. Stans online care about charts way more than GPâ¦",1
You know what I hate? Staying in class during breaks and hearing hormonal teenagersâ conversations. Somebody kill me please.,1
A lot of my tweets are about being lost &amp; miserable but itâs not always all itâs cracked out to be lol my life is aâ¦ https://t.co/hWxcSJOZDy,1
RT @myonlyTAEger: Knets try to describe how V looks like in real life,1
@TimNebergall @JudgmentCash @AlexGoodall Thanks for the Rt's Paul,0
Good Day Tweeps! Have a great day,0
everyone should follow me AND feed me mexican everyday!,0
had a wonderful day today,0
"@nicolerichie and @joelmadden 's little love tweets are so cute However, @aplusk and @mrskutcher 's make me want to vomit.",0
she is not tired of everything.,0
"RT @no_onespecixl: Know one enjoys my company and I just make everyone miserable, everyone is better off wi",1
is looking forward to her upcoming photo shoot. Off to work. Ask for my e-mail address. Chatting makes the day fly by! N/A if ur crazy.,0
Have been convinced to do the second talk at tonight's DJUGL. I'm hoping not to become too regular a feature,0
@SecBarbie *I* even figured out that Turkey is pretty close to Iraq.,0
"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning",0
"I will post this every single time it comes across and I will share how angry, how upset, how emotional I still amâ¦ https://t.co/mQLqvVplVb",1
has just joined twitter,0
"""I understand incentivizing companies to move to yâ¦ https://t.co/NRBktPKnVr",1
"@diablocody That is how I am, but it is Valley Girl that I must watch. Nic Cage as Randy = yum. LOL!!",0
@elliottcable I prefer @poopdiary meself.,0
Ooh. SnowboardLite is such a fun app.,0
checking out twitter to see what i have heard is true,0
@MissXu that penclip is soooo cool!,0
How to cut a wrist. The end of blood.,1
&quot;is in awe of everything she sees your way&quot;,0
Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,0
"@SociallyCubed i miss IRC culture, Twitter is like the mainstream version, without the trout slapping",0
"damn, what is this crazy life of mine",1
some days i feel deeply depressed i am a highly sensitive person diagnosed with bipolar depression it must be annoying dealing with me because who wants to be with someone who always walk around eggshells or simply cant get over things quickly i ve been diagnosed with general anxiety disorder too i am frustrated i cannot seem to see the big picture why cant i love myself it annoys me that some smug asshole goes to sleep perfectly fine even though he hurts others he lashes out at others while i self destruct i feel pathetic,1
getting ready for class. much rather sleep,0
Starting my day out with a positive attitude! To be great watch greatness!,0
"@dancingbonita &quot;I friggin love you!!!&quot; -Ron Burgundy, riding a unicorn",0
